url,email,sdas
redsn0w.us,301,Moved Permanently
redspot.tv,200,OK
redux.com,200,OK
reduxmedia.com,301,Moved Permanently
reeladvice.net,301,Moved Permanently
reelkandi.com,200,OK
reelkandi.tv,301,Moved Permanently
reelviews.net,301,Moved Permanently
referrer.com,463,
reflexmath.com,301,Moved Permanently
regarder-film-gratuit.com,301,Moved Permanently
reignofblood.net,200,OK
reignofgaming.net,307,Temporary Redirect
reklamstore.com,301,Moved Permanently
rekza.com,301,Moved Permanently
relationguide.com,301,Moved Permanently
relestar.com,302,Moved Temporarily
relevad.com,200,OK
relevantmagazine.com,301,Moved Permanently
relyonhorror.com,301,Moved Permanently
remedylife.com,301,Moved Permanently
rennlist.com,200,OK
renren.com,405,/indexcon
rentalguide.net,301,Moved Permanently
rentals.com,301,Moved Permanently
republican-eagle.com,302,Found
responsivehealth.com,301,Moved Permanently
restaurant-advice.net,301,Moved Permanently
restaurant.com,302,Found
restaurants.com,301,Moved Permanently
restoretheshore.com,200,OK
resultman.com,301,Moved Permanently
results-radio.com,200,OK
resultwiz.com,301,Moved Permanently
resyncload.net,200,OK
resyncpts.net,403,Forbidden
retailcomic.com,200,OK
retrowaretv.com,200,OK
rev967.com,200,OK
reverbnation.com,301,Moved Permanently
reverso.net,301,Moved Permanently
reviewit.pk,200,OK
revolutionmyspace.com,301,Moved Permanently
revolvermag.com,301,Moved Permanently
rewardit.com,301,Moved Permanently
rexwallpapers.com,301,Moved Permanently
reynolds.com,200,OK
rezeptefinden.ch,301,Moved Permanently
rezeptefinden.de,301,Moved Permanently
rfi.fr,301,Moved Permanently
rhn.tv,200,OK
rhymes.net,301,Moved Permanently
rhymeswithorange.com,200,OK
rhymeswithsnitch.com,301,Moved Permanently
rich98.com,302,Moved Temporarily
richworldproblems.com,302,Moved Temporarily
rickey.org,301,Moved Permanently
rightcelebrity.com,301,Moved Permanently
rightdiagnosis.com,301,Moved Permanently
rightentertainment.com,301,Moved Permanently
righthealth.com,200,OK
rightpundits.com,301,Moved Permanently
rightthisminute.com,301,Moved Permanently
rinf.com,200,OK
ringpolska.pl,301,Moved Permanently
rinmarugames.com,200,OK
riosalado.edu,301,Moved Permanently
ripten.com,301,Moved Permanently
river973.com,301,Moved Permanently
rivergrandrapids.com,200,OK
rizap.com,500,Internal Server Error
rlslog.net,301,Moved Permanently
rndgames.com,403,Forbidden
roadfood.com,200,OK
roadracerunner.com,301,Moved Permanently
robertfrancisofficial.com,301,Moved Permanently
robertpattinsonfans.co.uk,200,OK
rochesterbuzz.com,302,Found
rock.com,301,Moved Permanently
rock1017fm.com,301,Moved Permanently
rock103.com,301,Moved Permanently
rock1053.com,301,Moved Permanently
rock1065.com,301,Moved Permanently
rock967online.com,200,OK
rockdizmusic.com,200,OK
rocketjump.com,301,Moved Permanently
rockmusicreport.com,200,OK
rockyou.com,200,OK
roflindia.com,503,Service Temporarily Unavailable
roflista.com,403,Forbidden
roflzone.com,500,Internal Server Error
roiworld.com,301,Moved Permanently
roku.com,302,Redirect
rol.ro,301,Moved Permanently
roleplayer.me,301,Moved Permanently
rollingout.com,200,OK
rollingstone.com,301,Moved Permanently
rollsroyceforums.com,301,Moved Permanently
rom-world.com,200,OK
romanews.eu,200,OK
romantic-lyrics.com,302,Moved Temporarily
romanticallyapocalyptic.com,200,OK
ronatv.com,200,OK
roosterteeth.com,200,OK
roseindia.net,301,Moved Permanently
rottentomatoes.com,301,Moved Permanently
roundgames.com,301,Moved Permanently
roxwel.com,301,Redirect
roxwell.com,200,OK
rte.ie,301,Moved Permanently
rtsguru.com,301,Moved Permanently
ruckasworld.com,200,OK
rugbydump.com,301,Moved Permanently
rumba100.com,301,Moved Permanently
rumorfix.com,200,OK
runehq.com,301,Moved Permanently
runescape.com,200,OK
runmanclub.net,200,OK
runtamil.com,301,Moved Permanently
runvideo.net,301,Moved Permanently
rushradio945.com,301,Moved Permanently
rushradio947.com,301,Moved Permanently
rusongtv.ru,200,OK
russiaslam.com,301,Moved Permanently
rutube.ru,200,OK
rx-remedies.com,200,OK
rx7club.com,301,Moved Permanently
rx8club.com,301,Moved Permanently
rxlist.com,200,OK
rxvids.com,463,
ryanaguzman.com,301,Moved Permanently
s10forum.com,301,Moved Permanently
s2000.com,301,Moved Permanently
s2ki.com,301,Moved Permanently
s2smagazine.com,200,OK
saab92x.com,200,OK
saablink.net,200,OK
saavn.com,301,Moved Permanently
sabserial.com,200,OK
sachjankargeo.com,302,Found
sacramento-nightlife.com,200,OK
safbaby.com,301,Moved Permanently
saglikcini.com,301,Moved Permanently
sagoideas.com,301,Moved Permanently
sailgroove.org,301,Moved Permanently
sailingworld.com,301,Moved Permanently
saint-louis-nightlife.com,200,OK
saiyanisland.com,301,Moved Permanently
sakshi.com,301,Moved Permanently
salary.com,200,OK
salespider.com,301,Moved Permanently
salsalol.com,301,Moved Permanently
sambafoot.com,301,Moved Permanently
samsunggalaxysforum.com,301,Moved Permanently
samuraichamploodubbed.com,200,OK
samuraioflegend.com,301,Moved Permanently
san-antonio-nightlife.com,200,OK
san-diego-nightlife.com,200,OK
sandboxgamemaker.com,301,Moved Permanently
sandraandwoo.com,301,Moved Permanently
sandrarose.com,200,OK
sangeethouse.com,302,Moved Temporarily
santabanta.com,301,Moved Permanently
santendaily.de,200,OK
saraswatichandra.co.in,403,Forbidden
sassafashion.com,200,OK
saszombieassault3.com,301,Moved Permanently
satelliteguys.com,301,Moved Permanently
satelliteguys.us,301,Moved Permanently
satisfaction.com,301,Moved Permanently
satwcomic.com,200,OK
savecontinue.com,301,Moved Permanently
savedelete.com,200,OK
savevideo.me,200,OK
savinglane.com,301,Moved Permanently
savingtoinvest.com,301,Moved Permanently
savingwithshellie.com,301,Moved Permanently
savorysweetlife.com,200,OK
savvy-portal.com,301,Moved Permanently
sawfirst.com,301,Moved Permanently
sawfnews.com,200,OK
sawlive.tv,200,OK
say-move.org,200,OK
saymedia.com,302,Found
sc2tv.ru,200,OK
scallywagandvagabond.com,200,OK
scanmedios.com,301,Moved Permanently
scarlettjohanssonfans.co.uk,200,OK
sceedo.cc,200,OK
schoener-fernsehen.com,200,OK
schooldigger.com,301,Moved Permanently
schooner-fernsehen.com,301,Moved Permanently
schulterglatze.de,200,OK
science20.com,301,Moved Permanently
sciencecodex.com,301,Moved Permanently
sciencedaily.com,301,Moved Permanently
sciencekids.co.nz,200,OK
scificool.com,200,OK
scifimafia.com,200,OK
scionforum.com,301,Moved Permanently
scionlife.com,301,Moved Permanently
scntx.com,301,Moved Permanently
scootergalleri.dk,301,Moved Permanently
scorchedgames.com,301,Moved Permanently
scoresandodds.com,200,OK
scorpiotraits.net,301,Moved Permanently
scoutingohio.com,200,OK
scrabblefinder.com,301,Moved Permanently
scrabblelookup.com,301,Moved Permanently
screencrave.com,200,OK
screened.com,301,Moved Permanently
screenrant.com,200,OK
screenslam.com,200,OK
screwattack.com,301,Moved Permanently
scriptpage.net,403,Forbidden
scubadiving.com,301,Moved Permanently
sdhaninnews.com,200,OK
sea-of-blue.com,403,Forbidden
search-results.com,302,Found
searchandhra.com,301,Moved Permanently
searchbrowsing.com,301,Moved Permanently
searchmobileonline.com,405,Method Not Allowed
searchonme.com,200,OK
searchquotes.com,200,OK
searchsteam.com,200,OK
seasonvar.ru,200,OK
seattle-nightlife.com,200,OK
seattleweekly.com,200,OK
seattlewolf.com,301,Moved Permanently
secondspace.com,301,Moved Permanently
secretchina.com,301,Moved Permanently
secrets7days.com,200,OK
securenetsystems.net,302,Moved Temporarily
secureroot.com,200,OK
seeads.net,503,Service Temporarily Unavailable
seeing-starts.com,301,Moved Permanently
seekfindget.com,301,Moved Permanently
seekingalpha.com,200,OK
seekvideos.com,403,Forbidden
seesaa.net,403,Forbidden
segmentnext.com,200,OK
sehartv.com,200,OK
sekindo.com,301,Moved Permanently
selectbutton.com,301,Moved Permanently
selectmedia.asia,301,Moved Permanently
self.com,301,Moved Permanently
selfhelphealing.co.uk,301,Moved Permanently
semarafunds.com,200,OK
sendspace.com,301,Moved Permanently
seniorpeoplemeet.com,302,Found
seniorsmeet.com,302,Found
sensagent.com,301,Moved Permanently
sensentv.com,302,Found
senserhythmgames.com,403,Forbidden
senzafiltri.it,301,Moved Permanently
serenaryder.com,200,OK
seriadosonline.biz,200,OK
serial0098.com,403,Forbidden
seriales.us,301,Moved Permanently
serialesubtitrateonline.info,200,OK
serialreview.tv,200,OK
serialzone.in,200,OK
series8-fc.com,301,Moved Permanently
seriesandtv.com,200,OK
seriescoreanas.com,301,Moved Permanently
seriesperu.com,301,Moved Permanently
seriesruben.com,200,OK
seriestreaming.org,301,Moved Permanently
serieszone.com,200,OK
serije.biz,301,Moved Permanently
serijeifilmovi.com,301,Moved Permanently
servedbyopenx.com,301,Moved Permanently
serving-system.com,200,
sethimusicstore.tk,203,Non-Authoritative Information
setlist.fm,301,Moved Permanently
setxsports.com,200,OK
sevelina.com,200,OK
sevelina.org,301,Moved Permanently
sevennaturalwonders.org,200,OK
seventeen.com,301,Redirect
sexyballa.com,301,Moved Permanently
sf1037.com,301,Moved Permanently
sfgame.us,200,OK
sfr.fr,301,Moved Permanently
sfweekly.com,301,Moved Permanently
sgclub.com,301,Moved Permanently
sgn.com,200,OK
sh.st,301,Moved Permanently
shaadi.com,301,Moved Permanently
shabooty.com,301,Moved Permanently
shacknews.com,301,Moved Permanently
shadowedmare.com,301,Moved Permanently
shar.es,404,Not Found
sharethrough.com,301,Moved Permanently
sharkhits.com,301,Moved Permanently
sharkpie.com,200,OK
sharonblog.com,301,Moved Permanently
sharook.com,301,Moved Permanently
shazam.com,301,Moved Permanently
she1035.com,301,Moved Permanently
shermanslagoon.com,200,OK
shermanstravel.com,301,Moved Permanently
shidurlive.com,200,OK
shikovideot.com,200,OK
shimpsite.com,301,Moved Permanently
shinedown.com,301,Moved Permanently
shmoop.com,302,Found
shocktillyoudrop.com,301,Moved Permanently
shockya.com,301,Moved Permanently
shoelovahs.com,200,OK
shootermovies.com,301,Moved Permanently
shootingarmsgames.com,301,Moved Permanently
shopathome.com,301,Moved Permanently
shoplocal.com,301,Moved Permanently
shoppinglifestyle.com,200,OK
shoresportsnetwork.com,200,OK
shortlist.com,301,http://www.shortlist.com/
shoryuken.com,200,OK
shouldbeviral.com,200,OK
shoutcast.com,200,OK
showbizspy.com,301,Moved Permanently
showfree.co.kr,302,Found
showmethecurry.com,200,OK
showtvcolombia.com,301,Moved Permanently
shqqaa.com,301,Moved Permanently
shtyle.fm,200,OK
shvoong.com,200,OK
shwedream.com,301,Moved Permanently
siamha.com,301,Moved Permanently
siamsport.co.th,200,OK
siapatu.com,301,Moved Permanently
siasat.pk,301,Moved Permanently
sibnet.ru,301,Moved Permanently
sickrides.tv,403,Forbidden
side-effects-site.com,301,Moved Permanently
sightsoundemotion.com,200,OK
silaserija.net,301,Moved Permanently
siliconera.com,302,Moved Temporarily
silveradosierra.com,301,Moved Permanently
silveremulsion.com,301,Moved Permanently
silvergames.com,301,Moved Permanently
simhq.com,301,Moved Permanently
simon1011.com,301,Moved Permanently
simonblog.com,301,Moved Permanently
simpleplan.com,301,Moved Permanently
simpleplate.net,301,Moved Permanently
simplyjessy.com,200,OK
simplystacie.com,200,OK
simulatorgames.net,200,OK
sina.com,301,Moved Permanently
sinchew.com.my,200,OK
sing-info.com,301,Moved Permanently
sing-news.com,301,Moved Permanently
singlemindedwomen.com,200,OK
singleparentmeet.com,302,Found
singnewstoday.com,301,Moved Permanently
singtao.com,302,Redirect
sitemeter.com,200,OK
sitemodel.net,200,OK
sitescout.com,301,Moved Permanently
sitetrail.com,301,Moved Permanently
sixbillionsecrets.com,302,Moved Temporarily
sixsistersstuff.com,503,Service Temporarily Unavailable
sjovt.com,301,Moved Permanently
skiingforum.com,301,Moved Permanently
skimovie.com,200,OK
skinet.com,301,Moved Permanently
skinnyvscurvy.com,301,Moved Permanently
skintreatment101.com,200,OK
skipit.com,302,Found
skoften.net,301,Moved Permanently
skout.com,301,Moved Permanently
skullcandy.com,301,Moved Permanently
skveez.com,200,OK
sky.fm,200,OK
sky.it,301,Moved Permanently
skydaz.com,301,Moved Permanently
skynews.com,301,Moved Permanently
skype.com,301,Moved Permanently
skyscraperlife.com,200,OK
skytuxtv.com,302,Found
skyupi.com,302,Found
slack-time.com,200,OK
slaker.com,200,OK
slangville.com,302,Found
slashfilm.com,301,Moved Permanently
sleekspot.com,200,OK
slickguns.com,301,Moved Permanently
slightlywarped.com,200,OK
slodive.com,200,OK
slowrobot.com,200,OK
slugmag.com,301,Moved Permanently
slugmug.com,302,Found
smackjeeves.com,302,Found
smallbusinessbonfire.com,301,Moved Permanently
smallscreenscoop.com,200,OK
smallworlds.com,301,Moved Permanently
smart-kit.com,301,Moved Permanently
smartcarofamerica.com,301,Moved Permanently
smartlifeweekly.com,301,Moved Permanently
smartlyrics.com,301,Moved Permanently
smartmoney.com,301,Moved Permanently
smartraterealestate.com,200,OK
smartybusiness.com,200,OK
smashinghub.com,200,OK
smashits.com,301,Moved Permanently
smeet.com,301,Moved Permanently
smileygamer.com,301,Moved Permanently
smileylol.com,301,Moved Permanently
smokinvette.com,301,Moved Permanently
smosh.com,301,Moved Permanently
smoshgames.com,302,Moved Temporarily
smotri.com,200,OK
smspunch.com,301,Moved Permanently
snafu-comics.com,200,OK
snagfilms.com,301,Moved Permanently
snap2objects.com,301,Moved Permanently
snapbreak.com,200,OK
snapdo.com,200,OK
snappypixels.com,301,Moved Permanently
snapsort.com,404,Not Found
snarkfood.com,200,OK
snazzyspace.com,301,Moved Permanently
sncmusic.com,301,Moved Permanently
snitchseeker.com,301,Moved Permanently
snopes.com,301,Moved Permanently
snotr.com,301,Moved Permanently
snowboardermag.com,301,Moved Permanently
snowmobile.com,302,Found
snowmobileforum.com,301,Moved Permanently
snup.nu,301,Moved Permanently
soakupliving.com,200,OK
soapcentral.com,302,Found
soapdom.com,301,Moved Permanently
soapnet.com,301,Moved Permanently
soapoperafan.com,301,Moved Permanently
soccerbase.com,301,Moved Permanently
soccerhighlightstoday.com,301,Moved Permanently
socialanxietysupport.com,301,Moved Permanently
socialchique.com,200,OK
socialexpressnews.com,200,OK
socialitelife.com,301,Moved Permanently
socialpianist.com,301,Moved Permanently
socialsounder.com,302,Found
socialstudiesforkids.com,200,OK
socialvio.com,503,Service Unavailable
sofibonde.com,200,OK
softango.com,301,Moved Permanently
softnex.net,301,Moved Permanently
softpedia.com,301,Moved Permanently
softrock989.com,301,Moved Permanently
softschools.com,200,OK
softwarelogia.com,301,Moved Permanently
sojo1049.com,200,OK
solecollector.com,200,OK
solidgames.com,301,Moved Permanently
solitaireonline.com,301,Moved Permanently
solomid.net,301,Moved Permanently
solsticeforum.com,301,Moved Permanently
solvemedia.com,200,OK
solverscrabble.com,301,Moved Permanently
someecards.com,301,Moved Permanently
sominaltvfilms.com,301,Moved Permanently
somoaudience.com,200,OK
somsatang4.us,200,OK
sonataforums.com,301,Moved Permanently
sonbolumizle.tv,301,Moved Permanently
songfacts.com,301,Moved Permanently
songmeanings.net,301,Moved Permanently
songplaces.com,301,Moved Permanently
songslover.org,200,OK
songspk.info,301,Moved Permanently
songspk.pk,301,Moved Permanently
songsrpeople.com,200,OK
songsterr.com,301,Moved Permanently
songtexte.com,301,Moved Permanently
songza.com,200,OK
sonidesi.us,301,Moved Permanently
sonymusic.com,200,OK
soompi.com,301,Moved Permanently
soonerfans.com,303,See Other
sora.net,200,OK
sorcerers.net,200,OK
sorcery101.net,301,Moved Permanently
sosmath.com,200,OK
sotomayortv.com,301,Moved Permanently
sotwesoora.tv,301,Moved Permanently
soulaffluence.com,400,Bad request
soulblueprints.com,301,Moved Permanently
soultracks.com,301,Moved Permanently
soundclick.com,301,Moved Permanently
soundonsight.org,301,Moved Permanently
soundowl.com,301,Moved Permanently
soundtracklyrics.net,200,OK
source1news.com,200,OK
southparkstudios.com,301,Moved Permanently
soyouthinkyoucangame.com,403,Forbidden
sozcu.com.tr,301,Moved Permanently
space-travel.com,301,Moved Permanently
spacedaily.com,301,Moved Permanently
spacemart.com,301,Moved Permanently
spaceofcelebs.com,200,OK
spacewar.com,301,Moved Permanently
spanishadict.com,301,Moved Permanently
spanishcentral.com,301,Moved Permanently
sparkworkz.com,200,OK
spawnpoint.com,301,Moved Permanently
special-dictionary.com,301,Moved Permanently
speckyboy.com,200,OK
speechschool.tv,301,Moved Permanently
speedmonkey.net,404,Not Found
speedtest.net,301,Moved Permanently
spel.nl,301,Moved Permanently
spele.nl,200,OK
spelletjes.nl,301,Moved Permanently
spellingcity.com,301,Moved Permanently
spi0n.com,301,Moved Permanently
spicegag.com,302,Found
spicelists.com,302,Found
spielaffe.de,301,Moved Permanently
spielen.com,301,Moved Permanently
spielen.de,301,Moved Permanently
spielenxxl.de,301,Moved Permanently
spielesite.com,301,Moved Permanently
spielgeil.com,301,Moved Permanently
spike.com,301,Moved Permanently
spikedmath.com,200,OK
spill.com,301,Moved Permanently
spin.com,301,Moved Permanently
spinner.com,301,Moved Permanently
spinningplatters.com,200,OK
splashcade.com,200,OK
splashnewsonline.com,301,Moved Permanently
splayer.me,403,Forbidden
spoiledmaltese.com,200,OK
spoilersguide.com,301,Moved Permanently
spoilertv.com,301,Moved Permanently
spoonyexperiment.com,200,OK
sporcle.com,301,Moved Permanently
sport.ba,200,OK
sport24.gr,301,Moved Permanently
sportfun21.info,200,OK
sportlemon.tv,301,Moved Permanently
sportngin.com,301,Moved Permanently
sports-wired.com,200,OK
sportsgroundgames.com,301,Moved Permanently
sportsnation.org,301,Moved Permanently
sportspacegames.com,301,Moved Permanently
sportsport.ba,200,OK
sportsradio1250.com,302,Found
sportsradio610.com,301,Moved Permanently
sportssmash.com,200,OK
sportstoday.us,302,Found
sportstotal.net,403,Forbidden
sportswar.com,200,OK
sporttvgratisonline.com,301,Moved Permanently
spotxchange.com,302,Found
spreecast.com,301,Moved Permanently
spreety.com,301,Moved Permanently
springboardplatform.com,302,Found
springboardvideo.com,301,Moved Permanently
spruto.tv,200,OK
sputnikmusic.com,301,Moved Permanently
spuul.com,301,Moved Permanently
squidoo.com,301,Moved Permanently
sr20forum.com,301,Moved Permanently
srilankanspuwath.co.uk,301,Moved Permanently
srivideo.net,200,OK
srnet.eu,200,OK
srt10forum.com,301,Moved Permanently
ssrfanatic.com,301,Moved Permanently
stackoverflow.com,200,OK
stagetheshow.com,200,OK
stagram.com,301,Moved Permanently
staind.com,301,Moved Permanently
stampedemedia.net,301,Moved Permanently
stana-katic.com,301,Moved Permanently
standaard.be,301,Moved Permanently
star1019.com,301,Moved Permanently
star921.net,301,Moved Permanently
star941fm.com,301,Moved Permanently
star967.net,301,Moved Permanently
starberryicecream.com,403,Forbidden
starcasm.net,200,OK
starcitygames.com,302,Found
starcrush.com,200,OK
stardoll.com,301,Moved Permanently
stargundem.com,301,Moved Permanently
starmagazine.com,200,OK
starmedia.us,301,Moved Permanently
starnewsvarsity.com,200,OK
starpittsburgh.com,301,Moved Permanently
starpulse.com,301,Moved Permanently
stars-actu.fr,404,Vhost unknown
starsue.net,301,Moved Permanently
starter.tv,302,Object moved
startnow.com,200,OK
startplaynow.com,301,Moved Permanently
startrek.com,301,Moved Permanently
startv.in,301,Moved Permanently
statigr.am,301,Moved Permanently
steadyhealth.com,301,Moved Permanently
steephill.tv,301,Moved Permanently
stepmania.com,302,Found
stereogum.com,301,Moved Permanently
stereotube.com,403,Forbidden
sterishoe.com,301,Moved Permanently
stickboydaily.com,301,Moved Permanently
stickgames.com,301,Moved Permanently
stickpage.com,200,OK
stilo.es,302,Found
stingfeed.com,200,OK
stlmommy.com,301,Moved Permanently
stlyrics.com,301,Moved Permanently
stockhouse.com,301,Moved Permanently
stocklayouts.com,301,Moved Permanently
stol.it,301,Moved Permanently
stoneagegames.com,403,Forbidden
storknet.com,200,OK
storm8.com,301,Moved Permanently
stormininnorman.com,200,OK
straightdope.com,200,OK
strategyinformer.com,301,Moved Permanently
strategypage.com,404,Not Found
strawberrycomics.com,200,OK
stream-tv.me,301,Moved Permanently
streamallthis.me,301,Moved Permanently
streamanime.tv,301,Moved Permanently
streamdota2.com,200,OK
streamdrama.com,301,Moved Permanently
streamin.to,200,OK
streamiz-filmze.com,301,Moved Permanently
streamlicensing.com,200,OK
streamzzz.com,200,OK
streetbikerider.us,200,OK
streetfire.net,301,Moved Permanently
struma.com,301,Moved Permanently
stucknut.com,301,Moved Permanently
student.com,301,Moved Permanently
studentbeans.com,301,Moved Permanently
studieportalen.dk,301,Moved Permanently
studio1430.com,302,Found
study-fast.info,302,Found
studyinn.com,301,Moved Permanently
studyinn.org,200,OK
studymode.com,301,Moved Permanently
stuffboston.com,200,OK
stuffflypeoplelike.com,200,OK
stuffparentsneed.com,200,OK
stuffpoint.com,200,OK
stupidvideos.com,301,Moved Permanently
stvplus.com,200,OK
stylearcade.com,200,OK
stylecaster.com,200,OK
stylecrave.com,500,Internal Server Error
stylefrizz.com,200,OK
stylelist.com,301,Moved Permanently
stylenetwork.com,301,Moved Permanently
subito.it,302,Found
subscene.com,200,OK
subterraneanblog.com,301,Moved Permanently
subtitledonline.com,301,Moved Permanently
suburbanchicagonews.com,301,Moved Permanently
sudouestjob.com,301,Moved Permanently
sugardazzle.net,200,OK
sugoinow.com,200,OK
sugoits.info,200,OK
sulekha.com,301,Moved Permanently
sumdog.com,301,Moved Permanently
summitpost.org,302,Found
sundancechannel.com,301,Moved Permanently
sunny-bajaj.com,301,Moved Permanently
sunny99.com,301,Moved Permanently
sunny999fm.com,301,Moved Permanently
sunnylol.com,200,OK
sunnyweightloss.com,301,Moved Permanently
sunset.com,301,Moved Permanently
supercarros.com,301,Moved Permanently
supercheats.com,301,Moved Permanently
superchevere.com,301,Moved Permanently
superherohype.com,301,Moved Permanently
superherouniverse.com,200,OK
superiorpics.com,302,Moved Temporarily
superkids.com,200,OK
superphim.com,301,Moved Permanently
superpowergames.com,301,Moved Permanently
supersentai.com,200,OK
superstarstreetz.net,200,OK
supertela.tv,301,Moved Permanently
supertopo.com,301,Moved Permanently
supervaidosa.com,301,Moved Permanently
superxv.com,200,OK
supplemagazine.org,301,Moved Permanently
surewest.com,301,Moved Permanently
surfernetwork.com,200,OK
surfingmagazine.com,301,Moved Permanently
surfnetkids.com,301,Moved Permanently
survivorsucks.com,200,OK
suzuki-forums.com,301,Moved Permanently
swagbucks.com,301,Moved Permanently
swagthegame.com,302,Found
swaysuniverse.com,200,OK
sweet-station.com,200,OK
sweetapolita.com,200,OK
sweetiessweeps.com,200,OK
sweetnsourdeals.com,301,Moved Permanently
sweetygame.com,301,Moved Permanently
swellserver.com,200,OK
switchadhub.com,501,Method not implemented
switchboard.com,403,Forbidden
swtor-spy.com,302,Moved Temporarily
swtormovies.com,200,OK
syfy.com,301,Moved Permanently
symbianize.com,503,Service Temporarily Unavailable
symbianize.info,503,Service Temporarily Unavailable
symbols.net,301,Moved Permanently
symptomfind.com,301,Moved Permanently
synonym.com,200,OK
synonyms.net,301,Moved Permanently
systemrequirementslab.com,301,Moved Permanently
t.co,200,OK
taaz.com,301,Moved Permanently
tabcrawler.com,200,OK
tabonito.pt,301,Moved Permanently
tabonitobrasil.com,301,Moved Permanently
tafixe.com,301,Moved Permanently
tagalogdrama.com,200,OK
tagalogshows.com,403,Forbidden
tagcade.com,302,Moved Temporarily
tagged.com,302,Found
taggify.net,200,OK
taglol.com,302,Found
tagtele.com,302,Moved Temporarily
tahminkolik.com,200,OK
tahoeyukonforum.com,301,Moved Permanently
tailfeathersnetwork.com,301,Moved Permanently
taima.tv,200,OK
taiwanvideos.net,301,Moved Permanently
takboleh.com,302,Found
takkle.com,301,Moved Permanently
takoekino.com,200,OK
talfazat.com,301,Moved Permanently
talkandroid.com,301,Moved Permanently
talkingwalkingdead.com,200,OK
talkradio1210wpht.com,301,Moved Permanently
talkradio1370am.com,302,Found
talkradio960.com,200,OK
tamaneiro.com,301,Moved Permanently
tambayanofwtv.com,302,Found
tamilalayam.com,200,OK
tamilaruvy.com,301,Moved Permanently
tamilishowz.org,301,Moved Permanently
tamilkey.com,301,Moved Permanently
tamilkeymovie.com,200,OK
tamilo.com,200,OK
tamilrain.com,302,Moved Temporarily
tamilserials.tv,301,Moved Permanently
tamiltvcinema.com,301,Moved Permanently
tamiltvp.com,301,Moved Permanently
tamiltvshows.net,301,Moved Permanently
tamilyet.com,301,Moved Permanently
tampa-bay-nightlife.com,200,OK
tampabaysmix.com,301,Moved Permanently
tamparacing.com,301,Moved Permanently
tango.com,301,Moved Permanently
tapiture.com,301,Moved Permanently
tarot.com,301,Moved Permanently
tasteofcountry.com,200,OK
tasterschoice.com,301,Moved Permanently
tastyplay.com,200,OK
tatoobild.com,302,Found
tatoott1009.com,200,OK
tattoo.tv,200,OK
tattoodonkey.com,301,Moved Permanently
tattoonow.com,302,Redirect
tattoos.net,200,OK
tattoostime.com,301,Moved Permanently
taurusclub.com,301,Moved Permanently
taylorlautner.co.uk,200,OK
tddigital.com,301,Moved Permanently
te3p.com,301,Moved Permanently
teacherarcade.com,200,OK
teachertube.com,403,Forbidden
team-integra.net,301,Moved Permanently
teamandroid.com,301,Moved Permanently
teambeyond.net,200,OK
teamenvyus.com,301,Moved Permanently
teamfourstar.com,200,OK
teamjimmyjoe.com,200,OK
teamliquid.net,301,Moved Permanently
teammarketingdynamics.com,200,OK
teaser-trailer.com,200,OK
techbargains.com,301,Moved Permanently
techecoideas.com,200,OK
technodisco.net,200,OK
technutty.co.uk,301,Moved Permanently
techonthenet.com,301,Moved Permanently
techotopia.com,301,Moved Permanently
techpc.net,200,OK
techspot.com,301,Moved Permanently
techspy.com,200,OK
techtimes.com,301,Moved Permanently
techyreviews.com,200,OK
teen.com,301,Moved Permanently
teenhollywoodgossip.com,302,Found
teenidols4you.com,301,Moved Permanently
teenspot.com,200,OK
teenxstream.com,403,Forbidden
teevox.com,301,Moved Permanently
tekkitservers.com,301,Moved Permanently
teknologiku.info,301,Moved Permanently
teksteshqip.com,200,OK
telebyuwers.ph,403,Forbidden
telegraphindia.com,301,Moved Permanently
telemundo.com,301,Moved Permanently
telemundo47.com,301,Moved Permanently
telemundo51.com,301,Moved Permanently
telemundo52.com,301,Moved Permanently
telemundochicago.com,301,Moved Permanently
telemundodallas.com,301,Moved Permanently
telemundodenver.com,301,Moved Permanently
telemundohouston.com,301,Moved Permanently
telemundolasvegas.com,301,Moved Permanently
telemundophoenix.com,301,Moved Permanently
telemundosanfrancisco.com,301,Moved Permanently
telemundotucson.com,301,Moved Permanently
telenovelasenvivo.com,200,OK
telenovelasgratis.com,404,Not Found
telenovelashd.com,200,OK
televisionjamaica.com,200,OK
telewizyjka.pl,200,OK
tellybizz.com,403,Forbidden
tellychowk.com,301,Moved Permanently
tellyduniya.com,301,Moved Permanently
tellyfever.com,200,OK
tellyforum.net,302,Found
tellynagari.com,301,Moved Permanently
tellysansar.com,301,Moved Permanently
tellyserials.tv,200,OK
tellystory.com,301,Moved Permanently
teluguflame.net,301,Moved Permanently
ten-tenths.com,301,Moved Permanently
ten.com.au,301,Moved Permanently
tennis-x.com,301,Moved Permanently
tennisforum.com,301,Moved Permanently
tequilaaficionado.com,200,OK
terra.com,301,Moved Permanently
terra.com.br,301,Moved Permanently
terra.es,301,Moved Permanently
terramonsters.com,200,OK
terrariaonline.com,301,Moved Permanently
terrificpets.com,200,OK
tesnexus.com,302,Found
test.com,302,Moved Temporarily
tested.com,301,Moved Permanently
tetech.info,403,Forbidden
tetrisfriends.com,302,Found
tetrismom.com,200,OK
tetrisonline.com,301,Moved Permanently
teveonline.net,200,OK
texasmonthly.com,301,Moved Permanently
texasteamplayers.com,403,Forbidden
textnow.com,301,Moved Permanently
